season,week,contestant_row,celebrity_name,ballroom_partner,placement,results,judge_total_S,judge_share_Q,fan_share_P,fan_votes_V,composite_C
10,4,5,Jake Pavelka,Chelsie Hightower,7,Eliminated Week 6,6.333333333333333,0.10242587601078167,0.1246630727762803,1246630.7277628032,0.22708894878706198
10,4,8,Niecy Nash,Louis van Amstel,5,Eliminated Week 8,6.0,0.09703504043126684,0.1246630727762803,1246630.7277628032,0.22169811320754715
10,4,6,Kate Gosselin,Tony Dovolani,8,Eliminated Week 5,5.333333333333333,0.08625336927223719,0.1273584905660377,1273584.9056603771,0.2136118598382749
10,4,0,Aiden Turner,Edyta Sliwinska,9,Eliminated Week 4,5.5,0.0889487870619946,0.0,0.0,0.0889487870619946
10,5,7,Nicole Scherzinger,Derek Hough,1,1st Place,9.666666666666666,0.1676300578034682,0.1404285714285714,1404285.7142857143,0.30805862923203964
10,5,4,Evan Lysacek,Anna Trebunskaya,2,2nd Place,9.0,0.15606936416184972,0.1404285714285714,1404285.7142857143,0.29649793559042115
10,5,5,Jake Pavelka,Chelsie Hightower,7,Eliminated Week 6,7.666666666666667,0.13294797687861273,0.1404285714285714,1404285.7142857143,0.27337654830718416
10,5,3,Erin Andrews,Maksim Chmerkoskiy,3,3rd Place,7.333333333333333,0.12716763005780346,0.1404285714285714,1404285.7142857143,0.26759620148637486
10,5,9,Pamela Anderson,Damian Whitewood,6,Eliminated Week 7,7.0,0.12138728323699423,0.1404285714285714,1404285.7142857143,0.2618158546655656
10,5,8,Niecy Nash,Louis van Amstel,5,Eliminated Week 8,6.0,0.10404624277456648,0.1404285714285714,1404285.7142857143,0.24447481420313788
10,5,2,Chad Ochocinco,Cheryl Burke,4,Eliminated Week 9,6.0,0.10404624277456648,0.1404285714285714,1404285.7142857143,0.24447481420313788
10,5,6,Kate Gosselin,Tony Dovolani,8,Eliminated Week 5,5.0,0.08670520231213873,0.017,170000.0,0.10370520231213873
10,6,7,Nicole Scherzinger,Derek Hough,1,1st Place,11.999966666666666,0.17224890226905065,0.166,1660000.0,0.3382489022690507
10,6,3,Erin Andrews,Maksim Chmerkoskiy,3,3rd Place,11.333333333333334,0.16267997069846646,0.166,1660000.0,0.32867997069846644
10,6,2,Chad Ochocinco,Cheryl Burke,4,Eliminated Week 9,10.3333,0.148325377166335,0.166,1660000.0,0.314325377166335
10,6,9,Pamela Anderson,Damian Whitewood,6,Eliminated Week 7,9.999933333333331,0.1435401936752898,0.166,1660000.0,0.30954019367528984
10,6,4,Evan Lysacek,Anna Trebunskaya,2,2nd Place,9.0,0.12918703555466454,0.166,1660000.0,0.2951870355546645
10,6,8,Niecy Nash,Louis van Amstel,5,Eliminated Week 8,8.6666,0.12440137359311731,0.166,1660000.0,0.29040137359311735
10,6,5,Jake Pavelka,Chelsie Hightower,7,Eliminated Week 6,8.3333,0.11961714704307622,0.004,40000.0,0.12361714704307622
10,7,4,Evan Lysacek,Anna Trebunskaya,2,2nd Place,9.0,0.17363344051446947,0.1987138263665595,1987138.2636655949,0.3723472668810289
10,7,7,Nicole Scherzinger,Derek Hough,1,1st Place,9.0,0.17363344051446947,0.1987138263665595,1987138.2636655949,0.3723472668810289
10,7,2,Chad Ochocinco,Cheryl Burke,4,Eliminated Week 9,8.666666666666666,0.16720257234726688,0.1987138263665595,1987138.2636655949,0.36591639871382636
10,7,3,Erin Andrews,Maksim Chmerkoskiy,3,3rd Place,8.5,0.16398713826366562,0.1987138263665595,1987138.2636655949,0.3627009646302251
10,7,8,Niecy Nash,Louis van Amstel,5,Eliminated Week 8,8.166666666666666,0.15755627009646303,0.205144694533762,2051446.9453376208,0.36270096463022505
10,7,9,Pamela Anderson,Damian Whitewood,6,Eliminated Week 7,8.5,0.16398713826366562,0.0,0.0,0.16398713826366562
10,8,7,Nicole Scherzinger,Derek Hough,1,1st Place,9.833333333333334,0.23320158102766797,0.24825,2482500.0,0.48145158102766794
10,8,4,Evan Lysacek,Anna Trebunskaya,2,2nd Place,8.833333333333334,0.20948616600790512,0.24825,2482500.0,0.4577361660079051
10,8,3,Erin Andrews,Maksim Chmerkoskiy,3,3rd Place,8.833333333333334,0.20948616600790512,0.24825,2482500.0,0.4577361660079051
10,8,2,Chad Ochocinco,Cheryl Burke,4,Eliminated Week 9,7.5,0.17786561264822132,0.24825,2482500.0,0.4261156126482213
10,8,8,Niecy Nash,Louis van Amstel,5,Eliminated Week 8,7.166666666666667,0.16996047430830039,0.007,70000.0,0.1769604743083004
10,9,4,Evan Lysacek,Anna Trebunskaya,2,2nd Place,9.833333333333334,0.26106194690265483,0.3276666666666666,3276666.6666666665,0.5887286135693215
10,9,7,Nicole Scherzinger,Derek Hough,1,1st Place,9.833333333333334,0.26106194690265483,0.3276666666666666,3276666.6666666665,0.5887286135693215
10,9,3,Erin Andrews,Maksim Chmerkoskiy,3,3rd Place,9.333333333333334,0.24778761061946902,0.3276666666666666,3276666.6666666665,0.5754542772861356
10,9,2,Chad Ochocinco,Cheryl Burke,4,Eliminated Week 9,8.666666666666666,0.2300884955752212,0.017,170000.0,0.24708849557522122
10,10,7,Nicole Scherzinger,Derek Hough,1,1st Place,9.592566666666666,0.34811930389929624,0.3481193038992962,3481193.0389929623,0.6962386077985925
10,10,3,Erin Andrews,Maksim Chmerkoskiy,3,3rd Place,8.999933333333333,0.32661232765023673,0.3266123276502367,3266123.276502367,0.6532246553004735
10,10,4,Evan Lysacek,Anna Trebunskaya,2,2nd Place,8.9629,0.325268368450467,0.325268368450467,3252683.68450467,0.650536736900934
11,1,5,Jennifer Grey,Derek Hough,1,1st Place,8.0,0.10572687224669602,0.0909090909090909,909090.9090909092,0.1966359631557869
11,1,7,Kyle Massey,Lacey Schwimmer,2,2nd Place,7.666666666666667,0.1013215859030837,0.0909090909090909,909090.9090909092,0.1922306768121746
11,1,1,Brandy,Maksim Chmerkoskiy,4,Eliminated Week 9,7.666666666666667,0.1013215859030837,0.0909090909090909,909090.9090909092,0.1922306768121746
11,1,10,Rick Fox,Cheryl Burke,6,Eliminated Week 7,7.333333333333333,0.09691629955947136,0.0909090909090909,909090.9090909092,0.18782539046856225
11,1,6,Kurt Warner,Anna Trebunskaya,5,Eliminated Week 8,6.333333333333333,0.08370044052863435,0.0909090909090909,909090.9090909092,0.17460953143772523
11,1,0,Audrina Patridge,Tony Dovolani,7,Eliminated Week 6,6.333333333333333,0.08370044052863435,0.0909090909090909,909090.9090909092,0.17460953143772523
11,1,4,Florence Henderson,Corky Ballas,8,Eliminated Week 5,6.0,0.07929515418502202,0.0909090909090909,909090.9090909092,0.17020424509411292
11,1,2,Bristol Palin,Mark Ballas,3,3rd Place,6.0,0.07929515418502202,0.0909090909090909,909090.9090909092,0.17020424509411292
11,1,9,Michael Bolton,Chelsie Hightower,11,Eliminated Week 2,5.333333333333333,0.07048458149779735,0.0909090909090909,909090.9090909092,0.16139367240688823
11,1,8,Margaret Cho,Louis van Amstel,10,Eliminated Week 3,5.0,0.06607929515418502,0.0909090909090909,909090.9090909092,0.15698838606327592
11,1,11,The Situation,Karina Smirnoff,9,Eliminated Week 4,5.0,0.06607929515418502,0.0909090909090909,909090.9090909092,0.15698838606327592
11,1,3,David Hasselhoff,Kym Johnson,12,Eliminated Week 1,5.0,0.06607929515418502,0.0,0.0,0.06607929515418502
11,2,5,Jennifer Grey,Derek Hough,1,1st Place,8.0,0.10859728506787329,0.0973,973000.0,0.2058972850678733
11,2,0,Audrina Patridge,Tony Dovolani,7,Eliminated Week 6,7.666666666666667,0.10407239819004524,0.0973,973000.0,0.20137239819004524
11,2,7,Kyle Massey,Lacey Schwimmer,2,2nd Place,7.333333333333333,0.09954751131221719,0.0973,973000.0,0.19684751131221717
11,2,2,Bristol Palin,Mark Ballas,3,3rd Place,7.333333333333333,0.09954751131221719,0.0973,973000.0,0.19684751131221717
11,2,10,Rick Fox,Cheryl Burke,6,Eliminated Week 7,7.0,0.09502262443438914,0.0973,973000.0,0.19232262443438913
11,2,6,Kurt Warner,Anna Trebunskaya,5,Eliminated Week 8,7.0,0.09502262443438914,0.0973,973000.0,0.19232262443438913
11,2,1,Brandy,Maksim Chmerkoskiy,4,Eliminated Week 9,7.0,0.09502262443438914,0.0973,973000.0,0.19232262443438913
11,2,4,Florence Henderson,Corky Ballas,8,Eliminated Week 5,6.333333333333333,0.08597285067873302,0.0973,973000.0,0.183272850678733
11,2,8,Margaret Cho,Louis van Amstel,10,Eliminated Week 3,6.0,0.08144796380090497,0.0973,973000.0,0.17874796380090496
11,2,11,The Situation,Karina Smirnoff,9,Eliminated Week 4,6.0,0.08144796380090497,0.0973,973000.0,0.17874796380090496
11,2,9,Michael Bolton,Chelsie Hightower,11,Eliminated Week 2,4.0,0.054298642533936646,0.027,270000.0,0.08129864253393665
11,3,0,Audrina Patridge,Tony Dovolani,7,Eliminated Week 6,8.666666666666666,0.1176470588235294,0.1106666666666666,1106666.6666666667,0.228313725490196
11,3,5,Jennifer Grey,Derek Hough,1,1st Place,8.0,0.10859728506787329,0.1106666666666666,1106666.6666666667,0.21926395173453989
11,3,10,Rick Fox,Cheryl Burke,6,Eliminated Week 7,8.0,0.10859728506787329,0.1106666666666666,1106666.6666666667,0.21926395173453989
11,3,1,Brandy,Maksim Chmerkoskiy,4,Eliminated Week 9,8.0,0.10859728506787329,0.1106666666666666,1106666.6666666667,0.21926395173453989
11,3,7,Kyle Massey,Lacey Schwimmer,2,2nd Place,7.666666666666667,0.10407239819004524,0.1106666666666666,1106666.6666666667,0.21473906485671185
11,3,6,Kurt Warner,Anna Trebunskaya,5,Eliminated Week 8,7.666666666666667,0.10407239819004524,0.1106666666666666,1106666.6666666667,0.21473906485671185
11,3,4,Florence Henderson,Corky Ballas,8,Eliminated Week 5,6.666666666666667,0.09049773755656108,0.1106666666666666,1106666.6666666667,0.20116440422322768
11,3,11,The Situation,Karina Smirnoff,9,Eliminated Week 4,6.666666666666667,0.09049773755656108,0.1106666666666666,1106666.6666666667,0.20116440422322768
11,3,2,Bristol Palin,Mark Ballas,3,3rd Place,6.333333333333333,0.08597285067873302,0.1106666666666666,1106666.6666666667,0.1966395173453996
11,3,8,Margaret Cho,Louis van Amstel,10,Eliminated Week 3,6.0,0.08144796380090497,0.004,40000.0,0.08544796380090497
11,4,5,Jennifer Grey,Derek Hough,1,1st Place,9.333333333333334,0.15642458100558662,0.123625,1236250.0,0.28004958100558663
11,4,1,Brandy,Maksim Chmerkoskiy,4,Eliminated Week 9,8.0,0.1340782122905028,0.123625,1236250.0,0.2577032122905028
11,4,0,Audrina Patridge,Tony Dovolani,7,Eliminated Week 6,7.666666666666667,0.12849162011173185,0.123625,1236250.0,0.25211662011173186
11,4,7,Kyle Massey,Lacey Schwimmer,2,2nd Place,6.666666666666667,0.111731843575419,0.123625,1236250.0,0.235356843575419
11,4,10,Rick Fox,Cheryl Burke,6,Eliminated Week 7,6.5,0.10893854748603353,0.123625,1236250.0,0.23256354748603353
11,4,4,Florence Henderson,Corky Ballas,8,Eliminated Week 5,5.833333333333333,0.09776536312849161,0.123625,1236250.0,0.2213903631284916
11,4,6,Kurt Warner,Anna Trebunskaya,5,Eliminated Week 8,5.666666666666667,0.09497206703910616,0.123625,1236250.0,0.21859706703910614
11,4,2,Bristol Palin,Mark Ballas,3,3rd Place,5.333333333333333,0.0893854748603352,0.123625,1236250.0,0.2130104748603352
11,4,11,The Situation,Karina Smirnoff,9,Eliminated Week 4,4.666666666666667,0.07821229050279331,0.011,110000.0,0.0892122905027933
11,5,1,Brandy,Maksim Chmerkoskiy,4,Eliminated Week 9,9.0,0.14835164835164835,0.1397174254317111,1397174.2543171116,0.28806907378335944
11,5,5,Jennifer Grey,Derek Hough,1,1st Place,8.333333333333334,0.13736263736263737,0.1397174254317111,1397174.2543171116,0.2770800627943485
11,5,10,Rick Fox,Cheryl Burke,6,Eliminated Week 7,8.0,0.13186813186813187,0.1397174254317111,1397174.2543171116,0.27158555729984296
11,5,6,Kurt Warner,Anna Trebunskaya,5,Eliminated Week 8,8.0,0.13186813186813187,0.1397174254317111,1397174.2543171116,0.27158555729984296
11,5,0,Audrina Patridge,Tony Dovolani,7,Eliminated Week 6,7.666666666666667,0.1263736263736264,0.1397174254317111,1397174.2543171116,0.2660910518053375
11,5,7,Kyle Massey,Lacey Schwimmer,2,2nd Place,6.666666666666667,0.1098901098901099,0.1452119309262166,1452119.3092621665,0.2551020408163265
11,5,2,Bristol Palin,Mark Ballas,3,3rd Place,6.0,0.09890109890109891,0.1562009419152276,1562009.4191522764,0.2551020408163265
11,5,4,Florence Henderson,Corky Ballas,8,Eliminated Week 5,7.0,0.11538461538461539,0.0,0.0,0.11538461538461539
11,6,1,Brandy,Maksim Chmerkoskiy,4,Eliminated Week 9,11.999966666666666,0.17391314849856981,0.1497588800219775,1497588.8002197752,0.32367202852054733
11,6,7,Kyle Massey,Lacey Schwimmer,2,2nd Place,9.999966666666666,0.14492754323323798,0.1594202653503337,1594202.6535033374,0.3043478085835717
11,6,5,Jennifer Grey,Derek Hough,1,1st Place,9.666666666666666,0.14009709211577046,0.1642507164678012,1642507.1646780127,0.3043478085835717
11,6,10,Rick Fox,Cheryl Burke,6,Eliminated Week 7,10.0,0.1449280263266591,0.1594197822569126,1594197.822569126,0.3043478085835717
11,6,6,Kurt Warner,Anna Trebunskaya,5,Eliminated Week 8,7.3333,0.10628006954612891,0.1980677390374428,1980677.390374428,0.3043478085835717
11,6,2,Bristol Palin,Mark Ballas,3,3rd Place,9.333266666666669,0.13526519171803966,0.169082616865532,1690826.1686553208,0.3043478085835717
11,6,0,Audrina Patridge,Tony Dovolani,7,Eliminated Week 6,10.6666,0.1545889285615942,0.0,0.0,0.1545889285615942
11,7,5,Jennifer Grey,Derek Hough,1,1st Place,9.125,0.1750599520383693,0.1971223021582733,1971223.0215827336,0.37218225419664264
11,7,1,Brandy,Maksim Chmerkoskiy,4,Eliminated Week 9,9.125,0.1750599520383693,0.1971223021582733,1971223.0215827336,0.37218225419664264
11,7,6,Kurt Warner,Anna Trebunskaya,5,Eliminated Week 8,8.75,0.16786570743405277,0.1971223021582733,1971223.0215827336,0.3649880095923261
11,7,2,Bristol Palin,Mark Ballas,3,3rd Place,8.125,0.15587529976019185,0.2067146282973621,2067146.2829736208,0.36258992805755397
11,7,7,Kyle Massey,Lacey Schwimmer,2,2nd Place,8.375,0.1606714628297362,0.2019184652278177,2019184.6522781767,0.3625899280575539
11,7,10,Rick Fox,Cheryl Burke,6,Eliminated Week 7,8.625,0.16546762589928057,0.0,0.0,0.16546762589928057
11,8,5,Jennifer Grey,Derek Hough,1,1st Place,9.5,0.21509433962264152,0.2490566037735849,2490566.037735849,0.4641509433962264
11,8,1,Brandy,Maksim Chmerkoskiy,4,Eliminated Week 9,9.5,0.21509433962264152,0.2490566037735849,2490566.037735849,0.4641509433962264
11,8,7,Kyle Massey,Lacey Schwimmer,2,2nd Place,9.333333333333334,0.21132075471698117,0.2490566037735849,2490566.037735849,0.46037735849056605
11,8,2,Bristol Palin,Mark Ballas,3,3rd Place,7.833333333333333,0.17735849056603775,0.2528301886792453,2528301.886792453,0.43018867924528303
11,8,6,Kurt Warner,Anna Trebunskaya,5,Eliminated Week 8,8.0,0.18113207547169813,0.0,0.0,0.18113207547169813
11,9,5,Jennifer Grey,Derek Hough,1,1st Place,10.0,0.2631578947368421,0.3274853801169591,3274853.801169591,0.5906432748538012
11,9,7,Kyle Massey,Lacey Schwimmer,2,2nd Place,9.666666666666666,0.25438596491228066,0.3274853801169591,3274853.801169591,0.5818713450292398
11,9,2,Bristol Palin,Mark Ballas,3,3rd Place,8.833333333333334,0.23245614035087722,0.3450292397660819,3450292.397660819,0.5774853801169592
11,9,1,Brandy,Maksim Chmerkoskiy,4,Eliminated Week 9,9.5,0.25,0.0,0.0,0.25
11,10,5,Jennifer Grey,Derek Hough,1,1st Place,10.0,0.36144665408832305,0.361446654088323,3614466.540883231,0.722893308176646
11,10,7,Kyle Massey,Lacey Schwimmer,2,2nd Place,9.111066666666666,0.3293164561842317,0.3293164561842317,3293164.561842317,0.6586329123684634
11,10,2,Bristol Palin,Mark Ballas,3,3rd Place,8.555533333333335,0.3092368897274452,0.3092368897274452,3092368.897274452,0.6184737794548903
12,1,7,Ralph Macchio,Karina Smirnoff,4,Eliminated Week 9,8.0,0.11594202898550725,0.1159420289855072,1159420.2898550725,0.23188405797101447
12,1,4,Kirstie Alley,Maksim Chmerkoskiy,2,2nd Place,7.666666666666667,0.11111111111111112,0.1111111111111111,1111111.1111111112,0.2222222222222222
12,1,0,Chelsea Kane,Mark Ballas,3,3rd Place,7.0,0.10144927536231885,0.1014492753623188,1014492.7536231884,0.20289855072463764
12,1,2,Hines Ward,Kym Johnson,1,1st Place,7.0,0.10144927536231885,0.1014492753623188,1014492.7536231884,0.20289855072463764
12,1,1,Chris Jericho,Cheryl Burke,7,Eliminated Week 6,6.333333333333333,0.09178743961352656,0.0917874396135265,917874.3961352656,0.18357487922705307
12,1,8,Romeo,Chelsie Hightower,5,Eliminated Week 8,6.333333333333333,0.09178743961352656,0.0917874396135265,917874.3961352656,0.18357487922705307
12,1,6,Petra Nemcova,Dmitry Chaplin,8,Eliminated Week 5,6.0,0.08695652173913043,0.0869565217391304,869565.2173913043,0.17391304347826084
12,1,3,Kendra Wilkinson,Louis van Amstel,6,Eliminated Week 7,6.0,0.08695652173913043,0.0869565217391304,869565.2173913043,0.17391304347826084
12,1,9,Sugar Ray Leonard,Anna Trebunskaya,9,Eliminated Week 4,5.666666666666667,0.0821256038647343,0.0821256038647343,821256.038647343,0.1642512077294686
12,1,10,Wendy Williams,Tony Dovolani,10,Eliminated Week 3,4.666666666666667,0.0676328502415459,0.0676328502415459,676328.502415459,0.1352657004830918
12,1,5,Mike Catherwood,Lacey Schwimmer,11,Eliminated Week 2,4.333333333333333,0.06280193236714976,0.0628019323671497,628019.3236714976,0.12560386473429946
12,2,2,Hines Ward,Kym Johnson,1,1st Place,7.666666666666667,0.10648148148148148,0.1,1000000.0,0.2064814814814815
12,2,1,Chris Jericho,Cheryl Burke,7,Eliminated Week 6,7.666666666666667,0.10648148148148148,0.1,1000000.0,0.2064814814814815
12,2,8,Romeo,Chelsie Hightower,5,Eliminated Week 8,7.666666666666667,0.10648148148148148,0.1,1000000.0,0.2064814814814815
12,2,7,Ralph Macchio,Karina Smirnoff,4,Eliminated Week 9,7.0,0.09722222222222222,0.1,1000000.0,0.19722222222222224
12,2,4,Kirstie Alley,Maksim Chmerkoskiy,2,2nd Place,6.666666666666667,0.0925925925925926,0.1,1000000.0,0.1925925925925926
12,2,3,Kendra Wilkinson,Louis van Amstel,6,Eliminated Week 7,6.333333333333333,0.08796296296296297,0.1,1000000.0,0.18796296296296297
12,2,0,Chelsea Kane,Mark Ballas,3,3rd Place,6.0,0.08333333333333333,0.1,1000000.0,0.18333333333333335
12,2,6,Petra Nemcova,Dmitry Chaplin,8,Eliminated Week 5,6.0,0.08333333333333333,0.1,1000000.0,0.18333333333333335
12,2,9,Sugar Ray Leonard,Anna Trebunskaya,9,Eliminated Week 4,5.666666666666667,0.0787037037037037,0.1,1000000.0,0.1787037037037037
12,2,10,Wendy Williams,Tony Dovolani,10,Eliminated Week 3,5.666666666666667,0.0787037037037037,0.1,1000000.0,0.1787037037037037
12,2,5,Mike Catherwood,Lacey Schwimmer,11,Eliminated Week 2,5.666666666666667,0.0787037037037037,0.0,0.0,0.0787037037037037
12,3,2,Hines Ward,Kym Johnson,1,1st Place,8.333333333333334,0.11682242990654207,0.1085555555555555,1085555.5555555555,0.22537798546209759
12,3,6,Petra Nemcova,Dmitry Chaplin,8,Eliminated Week 5,8.333333333333334,0.11682242990654207,0.1085555555555555,1085555.5555555555,0.22537798546209759
12,3,0,Chelsea Kane,Mark Ballas,3,3rd Place,7.666666666666667,0.1074766355140187,0.1085555555555555,1085555.5555555555,0.21603219106957422
12,3,3,Kendra Wilkinson,Louis van Amstel,6,Eliminated Week 7,7.666666666666667,0.1074766355140187,0.1085555555555555,1085555.5555555555,0.21603219106957422
12,3,7,Ralph Macchio,Karina Smirnoff,4,Eliminated Week 9,7.0,0.09813084112149534,0.1085555555555555,1085555.5555555555,0.20668639667705085
12,3,4,Kirstie Alley,Maksim Chmerkoskiy,2,2nd Place,7.0,0.09813084112149534,0.1085555555555555,1085555.5555555555,0.20668639667705085
12,3,1,Chris Jericho,Cheryl Burke,7,Eliminated Week 6,7.0,0.09813084112149534,0.1085555555555555,1085555.5555555555,0.20668639667705085
12,3,9,Sugar Ray Leonard,Anna Trebunskaya,9,Eliminated Week 4,6.666666666666667,0.09345794392523366,0.1085555555555555,1085555.5555555555,0.20201349948078917
12,3,8,Romeo,Chelsie Hightower,5,Eliminated Week 8,6.666666666666667,0.09345794392523366,0.1085555555555555,1085555.5555555555,0.20201349948078917
12,3,10,Wendy Williams,Tony Dovolani,10,Eliminated Week 3,5.0,0.07009345794392524,0.023,230000.0,0.09309345794392523
12,4,0,Chelsea Kane,Mark Ballas,3,3rd Place,8.666666666666666,0.12621359223300968,0.1231796116504854,1231796.1165048543,0.24939320388349506
12,4,7,Ralph Macchio,Karina Smirnoff,4,Eliminated Week 9,8.333333333333334,0.12135922330097088,0.1231796116504854,1231796.1165048543,0.24453883495145629
12,4,2,Hines Ward,Kym Johnson,1,1st Place,8.333333333333334,0.12135922330097088,0.1231796116504854,1231796.1165048543,0.24453883495145629
12,4,1,Chris Jericho,Cheryl Burke,7,Eliminated Week 6,7.666666666666667,0.1116504854368932,0.1231796116504854,1231796.1165048543,0.2348300970873786
12,4,6,Petra Nemcova,Dmitry Chaplin,8,Eliminated Week 5,7.666666666666667,0.1116504854368932,0.1231796116504854,1231796.1165048543,0.2348300970873786
12,4,8,Romeo,Chelsie Hightower,5,Eliminated Week 8,7.666666666666667,0.1116504854368932,0.1231796116504854,1231796.1165048543,0.2348300970873786
12,4,4,Kirstie Alley,Maksim Chmerkoskiy,2,2nd Place,7.333333333333333,0.10679611650485436,0.1231796116504854,1231796.1165048543,0.22997572815533976
12,4,3,Kendra Wilkinson,Louis van Amstel,6,Eliminated Week 7,6.0,0.08737864077669902,0.1377427184466019,1377427.1844660195,0.22512135922330093
12,4,9,Sugar Ray Leonard,Anna Trebunskaya,9,Eliminated Week 4,7.0,0.10194174757281553,0.0,0.0,0.10194174757281553
12,5,2,Hines Ward,Kym Johnson,1,1st Place,9.0,0.1391752577319588,0.1428571428571428,1428571.4285714284,0.2820324005891016
12,5,0,Chelsea Kane,Mark Ballas,3,3rd Place,8.666666666666666,0.13402061855670105,0.1428571428571428,1428571.4285714284,0.27687776141384385
12,5,1,Chris Jericho,Cheryl Burke,7,Eliminated Week 6,8.666666666666666,0.13402061855670105,0.1428571428571428,1428571.4285714284,0.27687776141384385
12,5,8,Romeo,Chelsie Hightower,5,Eliminated Week 8,8.666666666666666,0.13402061855670105,0.1428571428571428,1428571.4285714284,0.27687776141384385
12,5,4,Kirstie Alley,Maksim Chmerkoskiy,2,2nd Place,7.666666666666667,0.11855670103092786,0.1428571428571428,1428571.4285714284,0.26141384388807065
12,5,7,Ralph Macchio,Karina Smirnoff,4,Eliminated Week 9,7.333333333333333,0.11340206185567012,0.1428571428571428,1428571.4285714284,0.25625920471281294
12,5,3,Kendra Wilkinson,Louis van Amstel,6,Eliminated Week 7,7.333333333333333,0.11340206185567012,0.1428571428571428,1428571.4285714284,0.25625920471281294
12,5,6,Petra Nemcova,Dmitry Chaplin,8,Eliminated Week 5,7.333333333333333,0.11340206185567012,0.0,0.0,0.11340206185567012
12,6,0,Chelsea Kane,Mark Ballas,3,3rd Place,9.333333333333334,0.15555555555555556,0.1648333333333333,1648333.3333333333,0.32038888888888883
12,6,8,Romeo,Chelsie Hightower,5,Eliminated Week 8,9.333333333333334,0.15555555555555556,0.1648333333333333,1648333.3333333333,0.32038888888888883
12,6,2,Hines Ward,Kym Johnson,1,1st Place,9.0,0.15,0.1648333333333333,1648333.3333333333,0.3148333333333333
12,6,4,Kirstie Alley,Maksim Chmerkoskiy,2,2nd Place,8.666666666666666,0.14444444444444443,0.1648333333333333,1648333.3333333333,0.30927777777777776
12,6,3,Kendra Wilkinson,Louis van Amstel,6,Eliminated Week 7,8.333333333333334,0.1388888888888889,0.1648333333333333,1648333.3333333333,0.3037222222222222
12,6,7,Ralph Macchio,Karina Smirnoff,4,Eliminated Week 9,8.0,0.13333333333333333,0.1648333333333333,1648333.3333333333,0.29816666666666664
12,6,1,Chris Jericho,Cheryl Burke,7,Eliminated Week 6,7.333333333333333,0.12222222222222222,0.011,110000.0,0.13322222222222221
12,7,7,Ralph Macchio,Karina Smirnoff,4,Eliminated Week 9,8.25,0.17506631299734748,0.1989389920424403,1989389.9204244032,0.3740053050397878
12,7,2,Hines Ward,Kym Johnson,1,1st Place,8.25,0.17506631299734748,0.1989389920424403,1989389.9204244032,0.3740053050397878
12,7,0,Chelsea Kane,Mark Ballas,3,3rd Place,8.0,0.16976127320954906,0.1989389920424403,1989389.9204244032,0.3687002652519894
12,7,4,Kirstie Alley,Maksim Chmerkoskiy,2,2nd Place,7.5,0.15915119363395225,0.2015915119363395,2015915.1193633955,0.36074270557029176
12,7,8,Romeo,Chelsie Hightower,5,Eliminated Week 8,7.5,0.15915119363395225,0.2015915119363395,2015915.1193633955,0.36074270557029176
12,7,3,Kendra Wilkinson,Louis van Amstel,6,Eliminated Week 7,7.625,0.16180371352785147,0.0,0.0,0.16180371352785147
12,8,0,Chelsea Kane,Mark Ballas,3,3rd Place,9.166666666666666,0.2115384615384615,0.2442307692307692,2442307.6923076925,0.4557692307692307
12,8,2,Hines Ward,Kym Johnson,1,1st Place,9.0,0.20769230769230768,0.2442307692307692,2442307.6923076925,0.45192307692307687
12,8,4,Kirstie Alley,Maksim Chmerkoskiy,2,2nd Place,8.833333333333334,0.20384615384615384,0.2442307692307692,2442307.6923076925,0.44807692307692304
12,8,7,Ralph Macchio,Karina Smirnoff,4,Eliminated Week 9,7.666666666666667,0.17692307692307693,0.2673076923076923,2673076.923076923,0.4442307692307692
12,8,8,Romeo,Chelsie Hightower,5,Eliminated Week 8,8.666666666666666,0.19999999999999998,0.0,0.0,0.19999999999999998
12,9,0,Chelsea Kane,Mark Ballas,3,3rd Place,12.166666666666666,0.31063829787234043,0.325,3250000.0,0.6356382978723405
12,9,2,Hines Ward,Kym Johnson,1,1st Place,10.0,0.25531914893617025,0.325,3250000.0,0.5803191489361703
12,9,4,Kirstie Alley,Maksim Chmerkoskiy,2,2nd Place,9.0,0.22978723404255322,0.325,3250000.0,0.5547872340425533
12,9,7,Ralph Macchio,Karina Smirnoff,4,Eliminated Week 9,8.0,0.2042553191489362,0.025,250000.0,0.22925531914893618
12,10,0,Chelsea Kane,Mark Ballas,3,3rd Place,9.888866666666669,0.3396948007112996,0.3396948007112996,3396948.0071129967,0.6793896014225992
12,10,2,Hines Ward,Kym Johnson,1,1st Place,9.888866666666669,0.3396948007112996,0.3396948007112996,3396948.0071129967,0.6793896014225992
12,10,4,Kirstie Alley,Maksim Chmerkoskiy,2,2nd Place,9.3333,0.3206103985774007,0.3206103985774007,3206103.985774008,0.6412207971548014
13,1,6,J.R. Martinez,Karina Smirnoff,1,1st Place,7.333333333333333,0.10138248847926268,0.0906363636363636,906363.6363636364,0.19201885211562628
13,1,2,Chynna Phillips,Tony Dovolani,9,Eliminated Week 4,7.333333333333333,0.10138248847926268,0.0906363636363636,906363.6363636364,0.19201885211562628
13,1,5,Hope Solo,Maksim Chmerkoskiy,4,Eliminated Week 9,7.0,0.09677419354838711,0.0906363636363636,906363.6363636364,0.1874105571847507
